O*NET-SOC Code,Occupation (O*NET-SOC Title),Task ID,Task,Task Type,Date,Category,Frequency,Importance,Relevance,Occupation Mean Annual Wage,Occupation Employment,Skill (O*NET Work Activity),Skill ID (O*NET Generalized Work Activity ID)
11-9121.01,Clinical Research Coordinators,15609,"Code, evaluate, or interpret collected study data.",Core,Aug-21,3,3,4.07,72.21,,,"['Analyzing Data or Information', 'Working with Computers']","['4.A.2.a.4', '4.A.3.b.1']"
11-9121.01,Clinical Research Coordinators,15600,Maintain contact with sponsors to schedule and coordinate site visits or to answer questions about issues such as incomplete data.,Core,Aug-21,3,3,3.96,68.66,,,"['Communicating with Supervisors, Peers, or Subordinates']",['4.A.4.a.2']
11-9121.01,Clinical Research Coordinators,15598,Order drugs or devices necessary for study completion.,Core,Aug-21,3,3,3.85,70.47,,,['Monitoring and Controlling Resources'],['4.A.4.c.3']
11-9121.01,Clinical Research Coordinators,15607,Communicate with laboratories or investigators regarding laboratory findings.,Core,Aug-21,4,4,3.62,78.48,,,"['Communicating with Supervisors, Peers, or Subordinates']",['4.A.4.a.2']
11-9121.01,Clinical Research Coordinators,15583,"Review scientific literature, participate in continuing education activities, or attend conferences and seminars to maintain current knowledge of clinical studies affairs and issues.",Core,Aug-21,3,3,3.48,84.9,,,['Updating and Using Relevant Knowledge'],['4.A.2.b.3']
11-9121.01,Clinical Research Coordinators,15590,Contact industry representatives to ensure equipment and software specifications necessary for successful study completion.,Supplemental,Aug-21,4,4,3.58,49.05,,,"['Communicating with Supervisors, Peers, or Subordinates']",['4.A.4.a.2']
11-9121.01,Clinical Research Coordinators,15584,Register protocol patients with appropriate statistical centers as required.,Supplemental,Aug-21,4,4,3.48,44.36,,,['Performing Administrative Activities'],['4.A.4.c.1']
11-9199.01,Regulatory Affairs Managers,18037,"Review all regulatory agency submission materials to ensure timeliness, accuracy, comprehensiveness, or compliance with regulatory standards.",Core,Aug-24,3,3,4.61,100,,,['Evaluating Information to Determine Compliance with Standards'],['4.A.2.a.3']
11-9199.01,Regulatory Affairs Managers,18022,"Direct the preparation and submission of regulatory agency applications, reports, or correspondence.",Core,Aug-24,3,3,4.48,100,,,"['Guiding, Directing, and Motivating Subordinates']",['4.A.4.b.4']
11-9199.01,Regulatory Affairs Managers,18030,"Maintain current knowledge of relevant regulations, including proposed and final rules.",Core,Aug-24,4,4,4.09,100,,,['Updating and Using Relevant Knowledge'],['4.A.2.b.3']
11-9199.01,Regulatory Affairs Managers,18038,Review materials such as marketing literature or user manuals to ensure that regulatory agency requirements are met.,Core,Aug-24,3,3,3.95,100,,,['Evaluating Information to Determine Compliance with Standards'],['4.A.2.a.3']
11-9199.01,Regulatory Affairs Managers,18032,Monitor emerging trends regarding industry regulations to determine potential impacts on organizational processes.,Core,Aug-24,3,3,3.41,95.65,,,"['Monitoring Processes, Materials, or Surroundings']",['4.A.1.a.2']
11-9199.02,Compliance Managers,15643,Review communications such as securities sales advertising to ensure there are no violations of standards or regulations.,Supplemental,Aug-19,3,3,3.56,36.76,,,['Evaluating Information to Determine Compliance with Standards'],['4.A.2.a.3']
11-9199.02,Compliance Managers,21093,"Oversee internal reporting systems, such as corporate compliance hotlines.",Supplemental,Aug-19,3,3,3.56,55.96,,,"['Monitoring Processes, Materials, or Surroundings', 'Guiding, Directing, and Motivating Subordinates']","['4.A.1.a.2', '4.A.4.b.4']"
11-9199.08,Loss Prevention Managers,15807,"Administer systems and programs to reduce loss, maintain inventory control, or increase safety.",Core,Aug-19,5,5,4.29,100,,,"['Guiding, Directing, and Motivating Subordinates']",['4.A.4.b.4']
11-9199.08,Loss Prevention Managers,15781,Review loss prevention exception reports and cash discrepancies to ensure adherence to guidelines.,Core,Aug-19,5,5,4.28,81.82,,,['Evaluating Information to Determine Compliance with Standards'],['4.A.2.a.3']
11-9199.08,Loss Prevention Managers,15804,"Advise retail managers on compliance with applicable codes, laws, regulations, or standards.",Core,Aug-19,3,3,3.94,77.27,,,['Providing Consultation and Advice to Others'],['4.A.4.b.6']
11-9199.08,Loss Prevention Managers,15796,Maintain documentation of all loss prevention activity.,Core,Aug-19,5,5,3.86,95.45,,,['Documenting/Recording Information'],['4.A.3.b.6']
11-9199.08,Loss Prevention Managers,15793,"Recommend improvements in loss prevention programs, staffing, scheduling, or training.",Core,Aug-19,3,3,3.52,100,,,['Providing Consultation and Advice to Others'],['4.A.4.b.6']
11-9199.08,Loss Prevention Managers,15784,Monitor and review paperwork procedures and systems to prevent error-related shortages.,Core,Aug-19,4,4,3.3,90.91,,,"['Monitoring Processes, Materials, or Surroundings']",['4.A.1.a.2']
11-9199.08,Loss Prevention Managers,15788,Advise retail establishments on development of loss-investigation procedures.,Core,Aug-19,3,3,3.06,81.82,,,['Providing Consultation and Advice to Others'],['4.A.4.b.6']
11-9199.08,Loss Prevention Managers,15785,"Maintain databases such as bad check logs, reports on multiple offenders, and alarm activation lists.",Supplemental,Aug-19,5,5,2.84,86.36,,,['Thinking Creatively'],['4.A.2.b.2']
11-9199.10,Wind Energy Development Managers,15834,Manage wind project costs to stay within budget limits.,Core,Jul-16,3,3,4.07,96.44,,,"['Guiding, Directing, and Motivating Subordinates']",['4.A.4.b.4']
11-9199.10,Wind Energy Development Managers,15838,"Create wind energy project plans, including project scope, goals, tasks, resources, schedules, costs, contingencies, or other project information.",Core,Jul-16,3,3,3.99,97.95,,,['Thinking Creatively'],['4.A.2.b.2']
11-9199.10,Wind Energy Development Managers,15835,"Develop scope of work for wind project functions, such as design, site assessment, environmental studies, surveying, or field support services.",Core,Jul-16,3,3,3.82,94.99,,,['Thinking Creatively'],['4.A.2.b.2']
11-9199.10,Wind Energy Development Managers,15830,"Provide verbal or written project status reports to project teams, management, subcontractors, customers, or owners.",Core,Jul-16,3,3,3.81,97.08,,,"['Communicating with Supervisors, Peers, or Subordinates']",['4.A.4.a.2']
11-9199.10,Wind Energy Development Managers,15828,"Update schedules, estimates, forecasts, or budgets for wind projects.",Core,Jul-16,3,3,3.79,95.02,,,"['Estimating the Quantifiable Characteristics of Products, Events, or Information']",['4.A.1.b.3']
11-9199.10,Wind Energy Development Managers,15833,"Prepare wind project documentation, including diagrams or layouts.",Core,Jul-16,3,3,3.47,98.2,,,['Documenting/Recording Information'],['4.A.3.b.6']
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,15843,"Prepare reports or presentations to communicate brownfield redevelopment needs, status, or progress.",Core,Aug-21,3,3,3.77,100,,,['Documenting/Recording Information'],['4.A.3.b.6']
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,15846,"Maintain records of decisions, actions, and progress related to environmental redevelopment projects.",Core,Aug-21,5,5,3.68,100,,,['Documenting/Recording Information'],['4.A.3.b.6']
13-1021.00,"Buyers and Purchasing Agents, Farm Products",12881,Arrange for transportation or storage of purchased products.,Core,Jul-13,5,5,4.07,89.77,,,"['Guiding, Directing, and Motivating Subordinates']",['4.A.4.b.4']
13-1021.00,"Buyers and Purchasing Agents, Farm Products",12883,"Maintain records of business transactions and product inventories, reporting data to companies or government agencies as necessary.",Core,Jul-13,5,5,4.06,94.51,,,"['Documenting/Recording Information', 'Communicating with Supervisors, Peers, or Subordinates']","['4.A.3.b.6', '4.A.4.a.2']"
13-1021.00,"Buyers and Purchasing Agents, Farm Products",12882,Review orders to determine product types and quantities required to meet demand.,Core,Jul-13,5,5,3.91,85.35,,,['Analyzing Data or Information'],['4.A.2.a.4']
13-1021.00,"Buyers and Purchasing Agents, Farm Products",12886,Calculate applicable government grain quotas.,Supplemental,Jul-13,3,3,2.84,41.32,,,['Analyzing Data or Information'],['4.A.2.a.4']
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",1146,Monitor and follow applicable laws and regulations.,Core,Aug-19,5,5,4.55,90.91,,,['Analyzing Data or Information'],['4.A.2.a.4']
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",1143,"Prepare purchase orders, solicit bid proposals, and review requisitions for goods and services.",Core,Aug-19,6,6,4.55,100,,,"['Performing Administrative Activities', 'Monitoring and Controlling Resources']","['4.A.4.c.1', '4.A.4.c.3']"
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",1145,"Analyze price proposals, financial reports, and other data and information to determine reasonable prices.",Core,Aug-19,4,4,4.35,100,,,['Analyzing Data or Information'],['4.A.2.a.4']
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",1151,"Maintain and review computerized or manual records of purchased items, costs, deliveries, product performance, and inventories.",Core,Aug-19,5,5,4,95.65,,,"['Documenting/Recording Information', 'Monitoring and Controlling Resources']","['4.A.3.b.6', '4.A.4.c.3']"
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",1144,"Research and evaluate suppliers, based on price, quality, selection, service, support, availability, reliability, production and distribution capabilities, and the supplier's reputation and history.",Core,Aug-19,3,3,4,100,,,['Getting Information'],['4.A.1.a.1']
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",1148,"Monitor shipments to ensure that goods come in on time, and resolve problems related to undelivered goods.",Core,Aug-19,3,3,3.77,95.65,,,['Monitoring and Controlling Resources'],['4.A.4.c.3']
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",1153,Study sales records and inventory levels of current stock to develop strategic purchasing programs that facilitate employee access to supplies.,Core,Aug-19,4,4,3.68,86.36,,,['Monitoring and Controlling Resources'],['4.A.4.c.3']
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",1157,"Write and review product specifications, maintaining a working technical knowledge of the goods or services to be purchased.",Core,Aug-19,3,3,3.52,91.3,,,['Thinking Creatively'],['4.A.2.b.2']
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",1152,"Review catalogs, industry periodicals, directories, trade journals, and Internet sites and consult with other department personnel to locate necessary goods and services.",Core,Aug-19,4,4,3.35,100,,,"['Getting Information', 'Communicating with Supervisors, Peers, or Subordinates']","['4.A.1.a.1', '4.A.4.a.2']"
13-1031.00,"Claims Adjusters, Examiners, and Investigators",21417,Examine claims forms and other records to determine insurance coverage.,Core,Aug-22,6,6,4.79,100,78770,305020,['Analyzing Data or Information'],['4.A.2.a.4']
13-1031.00,"Claims Adjusters, Examiners, and Investigators",21418,Analyze information gathered by investigation and report findings and recommendations.,Core,Aug-22,5,5,4.76,98.45,78770,305020,"['Getting Information', 'Documenting/Recording Information']","['4.A.1.a.1', '4.A.3.b.6']"
13-1031.00,"Claims Adjusters, Examiners, and Investigators",21426,Pay and process claims within designated authority level.,Core,Aug-22,5,5,4.75,89.46,78770,305020,['Performing Administrative Activities'],['4.A.4.c.1']
13-1031.00,"Claims Adjusters, Examiners, and Investigators",21428,Verify and analyze data used in settling claims to ensure that claims are valid and that settlements are made according to company practices and procedures.,Core,Aug-22,5,5,4.68,97.3,78770,305020,['Processing Information'],['4.A.2.a.2']
13-1031.00,"Claims Adjusters, Examiners, and Investigators",21419,"Review police reports, medical treatment records, medical bills, or physical property damage to determine the extent of liability.",Core,Aug-22,6,6,4.67,98.66,78770,305020,['Making Decisions and Solving Problems'],['4.A.2.b.1']
13-1031.00,"Claims Adjusters, Examiners, and Investigators",21429,"Enter claim payments, reserves and new claims on computer system, inputting concise yet sufficient file documentation.",Core,Aug-22,5,5,4.57,94.58,78770,305020,['Documenting/Recording Information'],['4.A.3.b.6']
13-1031.00,"Claims Adjusters, Examiners, and Investigators",21424,Adjust reserves or provide reserve recommendations to ensure that reserve activities are consistent with corporate policies.,Core,Aug-22,5,5,4.43,98.27,78770,305020,"['Making Decisions and Solving Problems', 'Providing Consultation and Advice to Others']","['4.A.2.b.1', '4.A.4.b.6']"
13-1031.00,"Claims Adjusters, Examiners, and Investigators",21434,"Maintain claim files, such as records of settled claims and an inventory of claims requiring detailed analysis.",Core,Aug-22,5,5,4.29,84.41,78770,305020,['Documenting/Recording Information'],['4.A.3.b.6']
13-1031.00,"Claims Adjusters, Examiners, and Investigators",21430,Refer questionable claims to investigator or claims adjuster for investigation or settlement.,Core,Aug-22,5,5,4.29,96.9,78770,305020,"['Communicating with Supervisors, Peers, or Subordinates']",['4.A.4.a.2']
